id,color,flex,length,tensity,N
5852,4,41,61,206,12
5853,3,38,61,204,11
5854,4,45,66,225,13
5855,3,34,59,233,11
5856,4,46,62,245,12
5857,4,35,62,226,12
5858,3,38,55,168,10
5859,3,33,61,191,11
5860,3,42,60,212,11
5861,4,42,61,214,12
5862,4,36,66,231,12
5863,3,38,60,197,11
5864,3,54,61,234,12
5865,2,40,58,205,10
5866,4,36,62,218,12
5867,3,34,58,240,11
5868,3,39,66,271,12
5869,3,51,64,341,NA
5871,4,48,57,220,12
5873,4,47,61,241,12
5874,2,32,57,173,9
5875,3,49,64,277,12
5876,4,37,55,201,NA
5877,3,29,61,210,11
5879,3,45,48,143,9
5881,3,44,53,168,10
5882,2,35,59,178,10
5883,3,41,60,197,11
5884,2,37,59,203,10
5885,3,37,59,207,11
5886,4,39,61,219,12
5891,3,39,60,219,11
5892,4,48,61,211,12
5896,3,37,61,211,11
5897,3,32,58,217,10
5898,2,31,59,210,10
5900,3,36,56,180,10
5901,4,36,63,224,12
5902,3,39,61,219,11
5903,4,40,61,216,12
5904,3,35,60,207,11
5905,4,38,61,215,12
5906,3,37,56,190,10
5907,3,36,61,182,11
5908,3,35,58,189,10
5909,3,42,62,215,11
5910,4,35,61,234,12
5911,2,29,59,146,9
5912,4,37,59,201,11
5913,3,35,57,239,11
5914,3,47,56,179,10
5915,3,47,61,249,12
5916,3,28,55,233,10
5917,3,39,58,199,11
5918,2,49,56,181,10
5919,2,42,58,208,10
5920,3,46,62,284,12
5923,3,33,59,184,10
5924,3,39,54,181,10
5925,4,41,62,300,13
5926,3,43,67,263,12
5927,3,34,57,156,10
5928,2,35,55,151,9
5929,3,39,58,200,11
5930,3,37,65,236,12
5931,4,42,61,278,12
5933,3,42,61,227,11
5934,3,52,61,261,12
5935,3,32,68,272,12
5937,3,38,61,236,11
5939,2,33,57,178,9
5940,3,35,58,193,10
5941,3,41,65,263,12
5942,4,40,62,221,12
5943,3,36,58,200,10
5944,3,38,61,213,11
5949,3,37,60,196,11
5950,3,35,58,193,10
5951,3,36,59,209,11
5952,4,40,63,217,12
5953,3,36,61,189,11
5954,3,36,59,236,11
5955,3,40,60,196,11
5956,4,43,57,233,12
5957,3,51,57,196,11
5958,3,39,59,194,11
5959,3,35,59,215,11
5960,2,37,58,181,10
5961,3,32,61,191,11
5962,3,36,58,193,10
5963,2,37,60,222,10
5964,4,38,60,236,12
5966,2,51,56,202,10
5967,4,44,61,225,12
5968,2,37,59,179,10
5969,2,35,59,185,10
5970,3,45,59,189,11
5971,3,37,60,201,11
5972,3,34,60,208,11
5973,4,42,63,238,12
5974,2,38,56,213,10
5975,3,40,59,223,11
5976,3,27,58,190,10
5977,3,37,60,226,11
5978,3,38,56,174,10
5979,4,35,62,221,12
5984,1,24,60,166,NA
5985,2,32,58,190,10
5986,4,35,61,226,12
5987,4,42,61,193,12
5988,3,41,61,244,12
5989,3,43,61,249,12
5990,3,46,59,280,12
5991,3,43,60,202,11
5992,4,46,58,267,12
5993,4,39,64,226,12
5994,4,36,61,221,12
5995,3,43,61,238,12
5996,3,28,62,272,11
5997,3,32,60,221,11
5998,2,45,58,207,10
5999,3,34,56,178,10
6000,3,45,57,248,11
6001,3,41,59,207,11
6002,3,38,60,200,11
6003,4,43,62,242,12
6004,3,39,60,226,11
6005,4,50,61,203,12
6006,2,32,60,196,10
6007,2,34,59,178,10
6008,3,39,60,204,11
6009,3,33,61,188,11
6010,2,37,58,181,10
6011,3,47,55,205,10
6012,3,37,62,201,11
6013,3,39,61,173,11
6014,4,41,60,223,12
6015,3,36,61,220,11
6016,4,39,61,207,12
6017,4,39,65,240,12
6018,3,36,60,208,11
6019,4,43,57,210,11
6020,2,32,60,203,10
6021,3,37,58,160,10
6022,3,38,60,192,11
6023,3,38,59,198,11
6024,2,41,58,194,10
6025,2,32,59,192,10
6026,3,35,63,310,12
6027,4,46,58,212,12
6028,3,33,62,310,12
6029,3,48,60,236,12
6030,4,49,59,259,12
6031,2,40,61,220,11
6032,3,41,59,209,11
6033,3,32,61,206,11
6034,3,30,58,188,10
6035,3,39,62,296,12
6036,4,47,59,225,12
6037,2,41,57,185,10
6038,2,40,56,209,10
6039,3,33,61,200,11
6040,4,34,62,203,11
6041,4,39,63,215,12
6042,1,36,62,253,10
6043,0,0,0,0,NA
6044,0,0,0,0,NA
6045,3,28,57,185,10
6046,3,41,57,197,11
6047,2,33,60,194,10
6048,2,39,61,214,11
6049,2,45,55,133,NA
6050,3,40,61,211,11
6051,3,40,61,217,11
6052,3,38,60,196,11
6053,3,33,59,201,10
6054,3,40,61,198,11
6055,2,43,58,171,10
6056,4,44,61,209,12
6057,3,43,62,224,11
6058,4,43,62,223,12
6059,2,33,57,191,10
6060,3,37,58,217,11
6061,3,38,62,214,11
6062,3,43,60,195,11
6063,3,34,60,187,10
6064,3,37,60,195,11
6065,2,37,57,189,10
6066,3,32,61,203,11
6067,3,38,61,180,11
6068,3,33,61,234,11
6069,2,28,56,178,NA
6070,2,36,60,197,10
6071,3,45,52,111,9
6072,2,50,56,183,10
6073,3,38,59,199,11
6074,3,40,61,213,11
6075,1,40,62,231,10
6076,4,39,61,207,12
6077,3,34,58,169,10
6078,3,46,56,138,10
6079,3,40,55,165,10
6080,3,34,60,151,10
6081,0,0,0,0,NA
6082,3,46,57,178,11
6083,3,37,59,200,11
6084,3,40,59,220,11
6085,3,40,59,191,11
6086,4,45,52,175,10
6088,3,47,74,288,NA
6091,3,41,52,122,9
6092,4,38,62,214,12
6094,3,46,62,283,12
6096,3,45,61,237,12
6098,4,39,61,213,12
6100,4,39,57,173,11
6101,4,47,53,205,11
6102,4,34,63,297,12
6103,4,41,63,290,13
6104,4,39,62,259,12
6105,4,57,60,229,12
6106,4,39,62,218,12
6107,4,38,61,212,12
6108,4,33,64,227,12
6109,3,40,57,155,10
6110,3,43,60,211,11
6111,2,36,58,201,10
6112,4,43,62,228,12
6113,3,40,61,202,11
6114,3,34,58,191,10
6115,4,37,61,235,12
6116,4,44,61,220,12
6117,3,35,61,184,11
6118,3,32,61,212,11
6119,3,36,61,172,11
6120,4,38,62,221,12
6121,3,35,60,205,11
6122,3,35,61,163,10
6123,3,37,59,207,11
6124,3,38,60,192,11
6125,3,37,60,211,11
6127,4,41,63,229,12
6128,3,38,59,204,11
6129,3,34,59,164,10
6130,3,35,61,186,11
6131,4,40,62,233,12
6132,4,43,61,226,12
6133,3,32,55,179,10
6134,3,44,60,202,11
6135,3,37,60,201,11
6136,2,37,59,185,10
6137,2,30,59,198,10
6138,2,32,58,204,10
6139,3,40,59,150,10
6140,2,39,63,179,10
6141,3,40,59,211,11
6142,4,40,61,210,12
6143,2,36,58,199,10
6144,4,44,64,265,13
6145,4,38,60,240,12
6146,3,43,59,236,11
6147,2,37,59,190,10
6150,3,48,62,230,12
6151,4,45,62,283,13
6153,4,52,70,221,13
6155,4,49,63,243,13
6156,4,55,65,223,13
6157,4,32,65,265,12
6158,3,30,60,170,10
6159,4,40,57,325,12
6160,4,38,64,247,12
6161,4,42,59,241,12
6162,4,38,67,313,13
6163,3,48,64,232,12
6164,2,32,63,278,11
6165,4,42,64,267,12
6166,3,39,60,200,11
6167,3,39,61,220,11
6168,0,0,0,0,NA
6169,3,37,59,213,11
6170,1,32,62,175,9
6171,3,38,59,215,11
6172,4,44,65,252,12
6173,4,39,61,226,12
6174,3,43,63,261,12
6176,3,37,61,194,11
6177,4,41,64,239,12
6178,3,35,60,210,11
6179,2,35,58,193,10
6180,3,37,60,204,11
6181,4,39,62,228,12
6182,3,39,61,221,11
6183,3,28,58,195,10
6184,3,44,61,253,12
6185,4,49,61,215,12
6186,2,37,59,197,10
6187,3,38,60,207,11
6188,3,41,56,187,10
6189,3,35,61,192,11
6190,3,32,60,219,11
6191,4,39,61,214,12
6192,2,37,58,218,10
6193,4,36,63,209,12
6194,3,38,59,221,11
6195,2,29,59,150,9
6196,0,0,0,0,NA
6197,0,0,0,0,NA
6198,4,38,61,213,12
6199,3,47,61,242,12
6200,2,35,58,180,10
6201,3,32,57,190,10
6202,3,34,60,239,11
6205,2,36,59,203,10
6206,3,41,61,194,11
6207,4,39,61,212,12
6208,2,34,60,256,11
6209,3,38,61,236,11
6210,4,38,61,215,12
6211,3,40,61,219,11
6212,2,37,58,195,10
6213,3,30,58,195,10
6214,3,41,59,198,11
6215,3,38,56,191,10
6217,3,41,60,211,11
6218,2,40,58,189,10
6219,3,45,59,198,11
6220,3,42,58,187,11
6222,4,40,61,204,12
6223,3,31,55,189,10
6225,3,44,57,187,11
6226,3,46,53,182,10
6227,3,26,58,185,10
6228,3,40,58,209,11
6229,3,31,61,204,11
6230,3,28,57,181,10
6231,3,38,59,199,11
6232,3,38,59,198,11
6233,3,41,60,202,11
6234,2,36,55,172,9
6235,3,45,62,222,12
6236,3,40,59,197,11
6237,3,38,59,199,11
6238,4,43,62,225,12
6239,3,35,60,205,11
6240,3,37,58,211,11
6241,4,39,61,218,12
6242,3,29,57,181,10
6243,3,37,59,213,11
6244,3,47,60,198,11
6245,3,39,59,205,11
6246,4,38,61,215,12
6247,2,36,58,212,10
6248,3,40,63,227,11
6249,3,37,60,196,11
6252,4,38,62,216,12
6253,2,39,58,188,10
6254,2,35,58,190,10
6255,3,44,57,195,11
6256,2,39,58,189,10
6257,3,37,60,199,11
6258,1,38,57,275,10
6259,2,36,60,234,10
6262,2,38,58,193,10
6263,3,36,60,201,11
6264,3,36,56,186,10
6265,2,35,58,188,10
6266,3,41,60,206,11
6267,3,44,62,223,12
6268,3,39,56,193,10
6269,3,42,59,196,11
6270,4,51,57,198,12
6272,2,36,58,188,10
6273,3,35,58,217,11
6274,3,39,59,209,11
6275,3,45,55,184,10
6276,2,49,58,187,10
6278,3,44,62,228,12
6279,3,38,62,225,11
6280,2,36,58,182,10
6281,4,39,61,223,12
6282,3,36,58,196,10
6283,4,40,62,198,12
6284,3,48,58,189,11
6285,2,32,58,193,10
6286,3,36,54,206,10
6287,3,42,60,205,11
6288,2,36,63,203,11
6289,2,36,58,180,10
6290,2,37,59,172,10
6291,3,34,57,175,10
6292,3,35,61,191,11
6293,2,36,57,199,10
6294,3,39,60,210,11
6295,2,30,60,184,10
6296,3,37,60,202,11
6297,3,42,58,189,11
6298,3,41,61,209,11
6299,2,39,58,180,10
6300,2,34,58,188,10
6301,2,40,59,192,10
6302,4,40,61,215,12
6303,4,43,60,217,12
6304,4,43,61,210,12
6305,3,41,59,203,11
6306,3,35,57,186,10
6308,4,45,59,249,12
6309,4,56,63,211,NA
6310,3,43,61,300,12
6311,4,41,63,210,12
6312,4,41,64,249,12
6313,4,33,64,241,12
6314,3,37,60,200,11
6315,2,38,58,188,10
6316,3,39,61,333,12
6317,4,43,62,256,12
6318,4,39,62,205,12
6319,2,35,58,199,10
6320,3,42,57,197,11
6321,2,36,58,235,10
6322,3,37,60,219,11
6324,3,46,59,236,11
6325,4,42,59,230,12
6326,2,36,57,183,10
6327,3,40,60,193,11
6328,3,30,61,198,11
6329,3,38,58,207,11
6330,4,38,61,214,12
6332,3,54,51,220,10
6333,3,38,59,206,11
6334,3,35,58,187,10
6335,3,38,60,203,11
6336,2,36,59,190,10
6337,2,38,58,195,10
6338,3,37,59,205,11
6339,2,38,59,193,10
6340,4,44,67,234,13
6341,3,35,59,216,11
6342,4,35,64,232,12
6343,4,37,65,280,12
6344,2,40,59,187,10
6345,3,39,61,205,11
6346,2,38,58,198,10
6347,4,41,61,231,12
6348,3,32,68,277,12
6349,3,35,57,179,10
6350,3,37,59,212,11
6351,3,41,58,197,11
6352,2,33,59,192,10
6353,3,35,59,217,11
6354,2,39,58,200,10
6355,4,39,61,214,12
6356,3,34,57,197,10
6357,3,46,59,227,11
6358,2,36,59,176,10
6359,3,37,61,217,11
6360,2,40,57,197,10
6361,3,37,59,205,11
6363,3,36,59,212,11
6364,4,45,61,224,NA
6365,4,45,65,239,12
6366,3,48,62,287,12
6367,2,37,59,204,10
6368,2,32,59,197,10
6369,3,41,53,185,10
6370,3,35,60,208,11
6371,2,36,57,192,10
6372,4,50,62,224,12
6373,2,36,58,191,10
6374,3,37,60,202,11
6376,3,36,61,199,11
6377,2,47,55,194,10
6378,4,38,61,221,12
6379,3,41,59,222,11
6380,3,36,57,194,10
6381,3,40,60,201,11
6382,3,34,59,174,10
6383,3,41,59,207,11
6385,4,38,61,229,12
6387,4,39,61,217,12
6388,3,39,59,202,11
6389,4,48,63,213,12
6390,4,55,62,329,13
6391,3,46,62,269,12
6392,4,45,62,263,12
6393,4,47,62,236,12
6394,3,43,58,204,11
6395,1,34,60,200,9
6396,2,37,59,204,10
6397,2,37,57,186,10
6398,3,39,60,198,11
6399,3,34,60,247,11
6400,2,38,59,201,10
6401,3,39,60,199,11
6402,4,45,62,226,12
6403,3,33,59,194,10
6404,3,40,58,203,11
6405,4,38,63,230,12
6406,3,36,58,220,11
6407,3,34,58,200,10
6408,2,39,59,197,10
6409,3,41,57,202,11
6410,3,41,61,219,11
6411,3,30,58,209,10
6412,4,37,61,224,12
6413,2,30,59,197,10
6414,3,38,60,201,11
6415,3,38,57,191,10
6416,3,38,61,178,11
6417,3,57,56,262,11
6418,3,42,60,201,11
6419,3,50,56,225,11
6420,3,40,49,148,9
6421,3,42,50,223,10
6422,2,29,52,201,9
6423,3,52,52,205,10
6424,4,42,61,214,12
6425,3,36,62,204,11
6426,3,41,59,190,11
6428,3,44,59,208,11
6429,3,37,60,230,11
6430,2,31,60,194,10
6431,4,51,59,265,12
6432,3,42,55,199,10
6433,3,31,62,200,11
6434,3,40,61,195,11
6435,4,38,62,218,12
6436,3,39,61,316,12
6437,3,39,60,200,11
6438,3,40,59,200,11
6439,3,41,59,206,11
6440,2,40,58,194,10
6441,4,39,61,217,12
6442,4,40,62,219,12
6443,3,50,53,254,11
6444,3,51,59,231,12
6445,1,32,60,199,9
6446,3,37,59,206,11
6447,3,32,56,184,10
6448,2,38,57,187,10
6449,3,41,61,188,11
6450,2,38,58,177,10
6451,3,34,57,156,10
6452,3,39,61,177,11
6453,3,37,60,195,11
6454,3,49,54,163,10
6455,3,36,57,181,10
6456,3,43,60,198,11
6457,2,36,60,181,10
6458,3,49,51,178,10
6459,3,50,57,156,11
6460,3,44,62,204,11
6461,2,41,57,206,10
6462,3,38,60,193,11
6463,1,36,57,178,9
6464,4,50,55,187,11
6465,3,36,62,197,11
6466,3,40,58,181,10
6467,3,37,60,198,11
6468,2,46,58,200,10
6469,4,51,57,257,12
6470,3,38,57,193,10
6472,3,36,56,191,10
6473,3,39,58,203,11
6474,3,45,57,205,11
6475,4,45,61,218,12
6476,3,27,60,205,10
6477,3,39,60,194,11
6478,3,38,60,193,11
6479,4,40,61,214,12
6480,3,44,59,277,12
6481,3,47,56,228,11
6482,3,52,57,160,11
6483,3,39,56,183,10
6484,3,35,61,195,11
6485,3,34,59,192,10
6486,3,37,60,202,11
6487,4,38,57,179,11
6488,3,45,57,216,11
6489,2,33,57,188,10
6490,4,48,62,210,12
6491,3,39,56,188,10
6492,4,43,56,195,11
6493,3,45,55,200,10
6494,3,39,54,199,10
6495,2,38,58,198,10
6496,3,38,59,199,11
6497,3,33,58,234,11
6498,4,47,61,240,12
6499,3,48,55,149,10
6500,3,43,59,206,11
6501,2,35,59,190,10
6502,3,39,60,195,11
6503,2,35,59,203,10
6504,3,39,59,199,11
6505,2,40,59,190,10
6506,3,40,58,198,11
6507,3,35,57,175,10
6508,2,37,58,171,10
6509,3,37,60,207,11
6510,2,35,57,187,10
6511,3,52,48,175,NA
6512,3,42,55,188,10
6513,2,34,58,207,10
6514,3,42,58,205,11
6515,3,39,58,205,11
6516,3,39,50,201,10
6517,3,48,58,184,11
6518,4,44,60,234,12
6519,3,41,54,175,10
6520,3,38,60,212,11
6521,2,48,55,176,9
6522,3,43,54,218,10
6523,2,36,57,197,10
6524,2,37,58,196,10
6525,3,38,59,208,11
6526,2,58,54,188,10
6527,3,48,57,236,11
6528,4,42,59,229,12
6529,3,48,52,204,10
6530,3,52,56,221,11
6531,3,37,59,203,11
6532,2,42,60,214,10
6533,3,45,61,218,11
6534,4,46,60,228,12
6535,2,41,58,195,10
6536,3,31,61,239,11
6537,2,34,62,217,10
6538,4,48,56,200,11
6539,3,36,51,203,10
6540,3,48,60,223,11
6541,3,45,57,180,11
6543,3,43,62,221,11
6544,3,37,58,211,11
6545,1,39,55,232,9
6546,3,52,55,179,10
6547,3,50,60,214,11
6548,3,47,57,189,11
6549,3,33,54,186,10
6550,3,42,52,182,10
6551,3,47,65,245,12
6552,2,32,61,233,10
6553,3,34,57,257,11
6554,3,33,57,188,10
6555,3,37,55,187,10
6556,3,48,58,200,11
6557,3,52,61,273,12
6558,3,42,57,200,11
6559,4,41,66,235,12
6560,3,49,59,232,10
6561,2,40,58,179,10
6562,4,36,63,236,12
6563,3,29,64,246,11
6564,2,37,58,214,10
6565,3,35,60,219,11
6566,3,40,60,222,11
6567,3,32,59,218,10
6568,4,42,60,261,12
6569,2,32,60,225,10
6570,3,47,57,189,11
6571,2,45,55,229,10
6572,4,39,62,240,12
6573,3,37,58,211,11
6574,4,44,60,226,12
6575,2,50,60,241,11
6576,2,37,57,187,10
6577,3,53,57,147,11
6578,3,56,61,259,12
6579,3,41,60,229,11
6580,3,43,53,187,10
6581,3,55,60,189,11
6582,3,43,57,188,11
6583,2,37,59,199,10
6584,3,36,57,222,11
6585,3,40,59,178,10
6586,2,42,59,171,10
6587,2,47,60,182,10
6588,4,50,66,185,12
6589,3,47,57,248,11
6590,3,33,58,220,10
6591,4,45,60,203,12
6592,4,50,69,199,13
6593,4,49,62,257,13
6594,3,55,64,243,12
6595,2,47,57,177,10
6596,3,51,65,211,12
6597,3,55,66,189,12
6598,3,39,68,279,12
6599,4,48,66,208,13
6600,5,55,54,249,12
6601,4,43,63,264,12
6602,4,50,55,218,11
6603,2,34,57,186,10
6604,3,44,59,233,11
6605,3,42,60,235,11
6607,3,37,68,258,12
6608,3,46,58,202,11
6609,3,36,57,188,10
6610,4,48,61,219,12
6611,3,33,63,236,11
6612,3,31,59,192,10
6613,2,41,60,189,10
6614,3,38,57,215,11
6615,4,45,61,196,12
6616,3,38,66,253,12
6617,3,37,58,192,10
6618,3,39,67,246,12
6619,3,54,62,201,12
6620,3,40,58,172,10
6621,3,38,58,203,11
6622,3,41,59,201,11
6623,3,41,53,198,10
6624,3,34,67,288,12
6625,3,37,63,253,12
6626,2,36,57,208,10
6627,3,53,56,219,11
6628,2,41,58,183,10
6629,3,37,57,201,10
6630,3,42,64,230,12
6631,3,43,60,212,11
6632,3,47,64,229,12
6633,3,39,64,238,12
6634,3,36,57,220,11
6635,3,41,57,197,11
6636,4,45,59,213,12
6637,4,42,61,208,12
6638,3,37,59,211,11
6639,2,40,58,184,10
6640,3,43,55,182,10
6641,3,43,58,198,11
6642,3,59,62,199,12
6643,1,59,56,216,NA
6644,3,49,65,250,12
6645,3,36,68,267,12
6646,2,37,63,195,10
6647,3,30,66,300,12
6648,3,34,64,233,11
6649,3,39,59,217,11
6650,3,43,59,217,11
6651,2,39,59,195,10
6652,3,36,59,184,10
6653,3,37,64,251,12
6655,3,43,60,234,11
6656,3,36,65,278,12
6657,4,46,58,213,12
6658,4,35,57,182,11
6659,2,32,56,191,9
6660,3,36,59,212,11
6661,4,40,61,219,12
6662,3,41,59,227,11
6663,3,45,60,219,11
6664,3,50,61,227,12
6665,4,45,59,212,12
6666,3,45,63,230,12
6667,4,50,65,207,12
6668,3,45,62,187,11
6669,4,39,63,226,12
6670,3,42,65,235,12
6671,4,41,62,192,12
6672,3,40,64,168,11
6673,3,44,59,195,11
6674,4,46,60,208,12
6675,4,32,64,249,12
6676,3,38,59,209,11
6677,2,41,58,149,10
6678,2,39,56,173,NA
6679,3,41,60,173,10
6680,4,46,62,227,12
6681,2,38,58,191,10
6682,2,53,57,175,10
6685,3,39,60,189,11
6686,3,40,59,185,10
6687,3,41,58,208,11
6688,3,50,62,173,11
6689,3,42,59,205,11
6690,4,43,61,227,12
6691,2,41,58,176,10
6692,4,41,62,219,12
6693,3,48,59,150,11
6694,3,44,59,169,11
6695,3,37,58,150,10
6696,3,44,61,220,11
6697,3,41,65,182,11
6698,3,32,65,287,12
6699,2,39,62,174,10
6700,3,39,53,182,10
6701,3,46,62,227,12
6702,2,37,59,196,10
6703,3,47,61,227,12
6704,3,40,60,219,11
6705,4,44,62,219,12
6706,2,37,58,194,10
6707,4,44,63,172,12
6708,4,47,61,204,12
6709,3,40,59,196,11
6710,3,44,61,218,11
6711,2,33,58,198,10
6712,3,42,56,158,10
6713,3,34,64,230,11
6714,4,48,64,213,12
6715,2,41,52,167,9
6716,4,47,59,208,12
6717,3,43,57,198,11
6718,2,39,59,196,10
6719,3,47,62,232,12
6720,2,34,58,185,10
6721,2,42,55,168,NA
6722,3,37,56,170,10
6723,2,45,51,191,NA
6724,1,42,60,210,10
6725,1,45,56,213,NA
6726,3,43,58,204,11
6727,2,43,57,199,10
6728,2,39,58,189,10
6729,4,39,62,226,12
6730,3,26,64,187,10
6731,4,38,61,227,12
6732,3,39,63,224,11
6733,2,48,61,186,11
6734,4,40,61,209,12
6735,4,47,63,208,12
6736,4,44,63,212,12
6737,4,52,61,172,12
6738,3,48,62,224,12
6739,4,40,61,221,12
6740,3,33,57,195,10
6741,2,30,58,215,10
6742,3,40,61,200,11
6743,2,39,64,167,10
6744,4,44,60,210,12
6745,3,36,59,201,10
6746,3,40,58,212,11
6747,4,49,59,213,12
6748,4,46,60,210,12
6749,2,42,59,193,10
6750,3,36,62,219,11
6751,3,36,58,203,10
6752,2,42,61,150,NA
6753,4,47,63,238,12
6754,3,38,65,201,11
6755,3,37,59,201,11
6756,3,55,60,169,11
6757,3,39,59,243,11
6758,4,54,61,155,12
6759,2,50,59,157,10
6760,3,30,56,168,10
6761,4,36,64,254,12
6762,4,39,61,260,12
6763,4,34,62,299,12
6764,3,45,63,227,12
6765,3,36,53,183,10
6766,4,36,63,272,12
6767,2,50,62,188,11
6768,1,39,60,154,NA
6769,4,50,60,184,12
6770,2,52,58,168,10
6771,2,46,61,162,10
6772,3,36,63,261,12
6773,3,53,60,168,11
6774,4,38,61,226,12
6775,2,43,61,145,10
6776,3,32,61,192,11
6777,4,38,61,220,12
6778,3,38,63,248,12
6779,2,39,62,180,10
6780,3,36,53,182,10
6782,3,44,57,197,11
6783,4,46,68,203,13
6784,4,39,59,149,11
6785,4,47,58,208,12
6786,4,50,65,224,13
6787,3,35,65,242,11
6788,3,38,55,189,10
6789,3,48,63,205,12
6790,3,41,63,238,12
6791,4,40,62,225,12
6792,4,40,61,219,12
6793,4,38,63,201,12
6794,3,36,65,261,12
6795,3,33,61,252,11
6796,3,41,57,190,10
6802,3,44,66,208,12
6803,3,50,57,199,11
6804,4,41,61,214,12
6805,4,42,61,221,12
6806,2,40,56,197,10
6807,3,36,62,169,11
6808,0,0,0,0,NA
6809,2,44,61,171,10
6810,3,40,59,190,11
6811,4,47,61,232,12
6812,4,42,61,210,12
6813,4,38,61,224,12
6814,2,46,59,196,10
6815,2,45,59,185,10
6816,3,41,58,202,11
6817,2,43,58,215,10
6818,3,46,59,206,11
6819,3,37,61,238,11
6820,3,42,60,216,11
6821,3,39,68,254,12
6822,3,38,60,199,11
6823,3,44,61,199,11
6824,4,43,60,214,12
6825,3,42,58,186,11
6826,4,42,63,220,12
6827,4,44,62,206,12
6828,3,39,57,173,10
6829,2,44,61,200,11
6830,3,36,62,198,11
6831,2,42,58,194,10
6832,2,32,66,190,11
6833,2,43,51,180,NA
6834,3,53,51,168,NA
6835,4,37,62,237,12
6836,2,39,60,189,10
6837,4,41,67,169,12
6838,3,40,58,206,11
6839,3,42,60,175,11
6840,3,41,61,177,11
6841,4,41,61,209,12
6845,3,45,62,180,11
6846,2,39,57,174,10
6847,3,47,59,198,11
6848,2,34,60,144,9
6849,3,42,62,185,11
6850,0,0,0,0,NA
6851,2,40,60,160,10
6852,3,42,63,187,11
6853,4,44,62,198,12
6854,3,32,60,152,10
6855,4,43,63,222,12
6856,3,36,64,253,12
6857,3,51,56,193,10
6858,4,43,63,175,12
6859,1,36,66,195,10
6860,4,39,63,228,12
6861,3,38,57,189,10
6862,2,44,62,165,10
6863,3,37,64,254,12
6864,3,42,58,201,11
6865,4,41,62,202,12
6866,4,43,63,215,12
6867,3,37,62,201,11
6868,2,33,56,173,9
6869,4,46,61,216,12
6870,1,37,65,204,10
6871,2,44,60,176,10
6872,4,43,61,146,11
6873,2,48,58,193,10
6874,4,42,61,200,12
6875,3,38,57,172,10
6876,3,38,63,176,11
6877,1,46,63,179,10
6878,3,45,60,214,11
6879,4,48,61,200,12
6880,3,37,62,194,11
6881,3,39,59,194,11
6882,2,40,59,173,10
6883,3,38,63,251,12
6884,3,37,61,165,11
6885,1,46,64,178,10
6886,1,39,65,199,10
6887,2,41,60,186,10
6888,3,43,64,223,12
6889,3,37,57,182,10
6890,3,38,65,241,12
6891,3,45,61,204,11
6892,4,38,64,208,12
6893,4,41,61,217,12
6894,3,34,59,197,10
6895,3,33,63,274,12
6896,3,37,61,227,11
6897,4,40,64,237,12
6898,4,45,59,209,12
6899,3,45,57,178,11
6900,4,35,67,244,12
6901,1,37,59,174,8
6902,4,42,57,168,11
6903,2,44,50,217,9
6904,4,36,61,231,12
6905,3,35,63,245,11
6906,1,50,61,189,9
6908,2,38,59,191,10
6909,3,39,60,212,11
6910,4,48,64,152,12
6911,2,44,59,152,9
6912,4,43,67,231,13
6913,4,37,65,244,12
6914,3,42,70,336,13
6915,3,48,55,196,10
6916,3,45,59,175,11
6917,2,36,59,188,10
6918,4,38,66,251,12
6919,2,57,56,116,9
6920,3,45,61,208,11
6921,3,44,56,192,10
6922,4,44,67,214,12
6923,2,42,56,196,10
6924,4,38,61,223,12
6925,3,34,70,283,12
6926,3,45,64,243,12
6927,3,44,61,194,11
6928,3,31,61,228,11
6929,3,41,62,196,11
6930,4,40,65,196,12
6931,3,47,62,201,11
6932,4,40,63,206,12
6933,3,38,60,199,11
6934,3,55,46,170,9
6935,2,38,54,201,8
6936,3,43,60,184,11
6937,3,35,65,257,12
6938,2,37,59,199,10
6939,4,43,61,190,12
6940,3,40,65,222,12
6941,2,37,59,183,10
6942,4,47,69,203,13
6943,2,48,60,217,11
6944,2,40,58,182,10
6945,3,38,64,245,12
6946,3,34,70,235,12
6947,3,33,58,192,10
6948,4,40,63,230,12
6949,2,37,58,185,10
6950,3,39,63,218,11
6951,3,36,59,189,10
6952,2,47,64,196,11
6953,2,36,60,192,10
6954,3,38,61,181,11
6955,2,46,48,140,8
6956,3,38,70,248,12
6957,4,37,60,239,12
6958,2,37,59,192,10
6959,3,51,62,229,12
6960,4,54,62,222,12
6962,4,55,62,246,13
6963,4,51,62,223,12
6964,3,40,63,190,11
6965,3,35,61,211,11
6966,3,46,62,199,11
6967,1,39,57,172,9
6968,2,41,57,198,10
6969,4,43,63,202,12
6970,3,38,65,272,12
6971,4,40,61,267,12
6972,4,43,62,203,12
6973,2,39,61,126,NA
6974,4,36,62,254,12
6975,1,38,57,185,9
6976,4,46,64,234,12
6977,4,35,65,218,12
6978,3,28,65,231,11
6979,4,32,62,178,11
6980,4,42,68,208,12
6981,4,41,64,243,12
6982,4,28,65,324,NA
6984,3,55,66,210,NA
6985,2,39,58,189,10
6986,2,40,64,156,10
6987,3,37,56,173,10
6988,2,45,57,168,10
6989,3,36,65,205,11
6990,4,31,67,274,12
6991,4,47,65,228,12
6992,4,39,67,247,13
6993,4,51,64,260,13
6994,3,43,59,208,11
6995,2,43,58,209,10
6996,4,46,63,253,12
6997,2,38,59,198,10
6998,2,43,58,167,10
6999,3,38,57,177,10
7003,2,42,60,170,10
